,image_path,combined_text,avg_conf
27,5067933290.jpeg,"ees, HODGDON HERBAR*JM Go UNIVERSITY OF NEW HAMPSHIRE seen namo        mace So JESUP HERBARIUM pee s Re sees re 8. | ‘ ; Herbarium of Henry B. Gilson.    Moy 31, 1879 Locality and Date..44.¢ Et #",55.91908347824074
28,1039016550.jpeg,ZgpRIUM OFS : ( ug \\ CONNECTICUT \ x <Tanyje Ne Fu Pigay Sed oan UIUC CBS.i 29819 HERBARIUM OF C. H. BISSELL.,45.16222894537037
29,5077516702.jpeg,"III UAE V 0338003 WI S} Proserpinaca pectinata Lamarck det. M. S. Alix & R. W. Scribailo April 2011 FNA Project Purdue University North Central PLANTAE EXSICCATAE GRAYANAE 251. Proserpinaca pectinata Lam. Illust. i. 214, t. 50, fig. 1 (1791); Morong, Bull. Torr. Club, xviii. 239; Schindler in Engl. Pflanzenr. iv. pt. 225, 76, fig. 22; Robinson & Fernald in Gray, Man. ed. 7, 605, fig. 814; Britton & Brown, II. Fl. ed. 2, ii. 613, fig. 3080. Syn. Proserpinaca pectinacea Torr. Fl. N. & Mid. U.S. i. 162 (1824). Myriophyllum fulvescens Bertol. Misc. Bot. xvi. 28, t. 1 (1856). eee Shallow bog-holes, Grassy Pond, Hopkinton, VHS TONSIN Rhode Island. STATE J. F. Connins, ‘ol. { a oy HERBARIUM Call: \M. L. Fernaxp. September 3, 1914. (wis)",73.3358638211006
30,5067911119.jpeg,“TT A A 0 THE HERBERT E. SARGENT COLLECTION Gift of Brewster Academy HERBARIUM OF BREWSTER FREE ACADEMY. WY. §& 1 &—/é Collector HSA -,76.3519275861111
31,4850289459.jpeg,"8 9. 40 copyright reserved wn salp G | Imaged ae ee a ee sii GIS HERBARIUM OF 63943 Willard Sherman Turrell Herbarium From the estate of Blanche Turrell in memory of her father, Miami Class of 1842 comprising The Herbarium of Oberlin College purchased in 1967 m = J tA), : 4a y PIED LZ fm / ‘) t a 2 2 - —7 Fa. % GET feOAttt 4 A112 7 li 4",47.92654286589372
32,1882649139.jpeg,"    4 10 3 USF Herbarium 6 7 8 9 2 5 pry ry ] 2 peepee Oin Ocm    HERBARIUM OF CHARLES FOSTER BATCHELDER 0 CQapidiu WL Se guide Lalas Drvenp. Peterboro, New Hampshire p4 13,5908. Shady weode Coll. C. F', Batchelder 136?",68.67496622693452
33,5102793515.jpeg,"                                 ~ WASHINGTON STATE copyright reserved ee 2 | Marion Ownbey Herbarium (WS MA WS036902 Nabalus altissimus (L.) Hook. Det. by Walter Fertig February 2025 Marion Ownbey Herbarium, WA State University Oe va HERB. H. E. SARGENT. 4 th Ce ene | en Coan",67.24939305555556
34,1038918758.jpeg,"A} o e| 3 a 2 = 2 =| S a Q ° ai TT (Mn | j Ml Lect vA HERBARIUM OF YALE UNIVERSITY Coanx gromulanio Mull Ge numa Pond Wwuadawe, Noth B rampord, Com (uty 1,188 Um. R, Ouchoy =",42.890727997435896
35,1038946733.jpeg,"10 9. 8 copyright reserved wii . wu.02es79 7 ” HERB, D. C. EATON. Habenarra Hookert, Torrey Westfield Woods, New Haven, Conn. Tune 7, 1465, Le",65.29332142901234
36,1038965012.jpeg,"ili 58 3 Yale University | AMI YU.047: Geyoria pollide (Tern) Trin. (fect Pod, far, Conn",54.8580388125
37,1038919124.jpeg,"3 3 4 5 3 2 = 2 | Q S 8 cticut Bot HU CBS.01342 Connecticut | Floray 2 Asplenium Trichomanes 1, eae ui Shaded ledges, Hartland, Conn., Sables : : June 21st, 1914 Collector C. H. Bissell.",64.64040601333333
38,1228308578.jpeg,"Li WU ee ees ‘ DET. F. J. Hermann. dow adele iv wheridiv, Onarige Co, UE CLL tO Leta ang. V1, Igeg",40.29105904395604
39,1038919093.jpeg,"copyright reserved Connecticut Botanical Society IATL CBS.08065 CAREX RADIATA (WAHLENB.) DEW. CONNECTICUT FLORA, TOWN OF SOUTHINGTON. PA HERBARIUM OF C. H. BISSELL COLLECTOR C. H. BISSELL.",73.77579028174604
40,3965951366.jpeg,peasasai WYySUAdoo        ESSA 199 98Y910[0:    ¥ bbbcatadadsited table Su ebabo 2 i 3 O. Leonhard? Nossen i. S. Germania : F       Pe eS PPE ce Ase ESR i LTA,34.238745937500006
41,1039000656.jpeg,PLANTS FROM THE HERBARIUM OF RICHARD WILLIAM WOODWARD PRESENTED TO THE CONNECTICUT EQOTANICAL SOCIETY BY MRS. R. W. WOODWARD IN 1933 UM OFS <a ~ KE > CONNECTICUT be} ® c o a 2 = > > ry ° 3 ut Botan CONNECTICUT FLORA,59.96132280924909
42,1039020370.jpeg,"3 3 e 5 3 3 fe Fa cal £ 5 Qa) oO) Oo; Connecticut Botanical soci ii LTT CBS.06435 CONNECTICUT FLORA, TOWN OF SOUTHINGTON. ee down” SPECIES = ul ea COLLECTOR ©. H. BISSELL HERBARIUM OF C. H. BISSELL         ii il        CONNECTICUT & STANICAL soo HILO TN CBS.06436 CONNECTICUT FLORA, TOWN OF SOUTHINGTON. Y RE COLLECTOR ©. H. BISSELL    ",69.59622016717687
43,1262190966.jpeg,"10 copyright reserved The Field Museum (F ‘WMI AAA I Lupinus perennis L. Robert Dirig March 1989 L.H. BAILEY HORTORIUM, CORNELL UNIVERSITY (BH) 219204 ,) HERBARIUM OF WALTER DEANE, Il, WALTER DEANE,",74.19863903265306
44,1038964757.jpeg,"PLANTS OF CONNECTICUT No. 47 Family: Gramineae Name: Avena sativa L. Oats Locality: Meadow St, Branford small cinder pile in vacant lot next + O Feed Date Comments: Cinder pi aestivum sa Ya ey rum IO YU.047399",72.34762070092592
45,1038931432.jpeg,HERBARIUM OF YALE UNIVERSITY tefella ebm L ae wii SS = eee Moy (71917,49.23170097222222
46,1038930849.jpeg,Z 8 i) i} 3 3 a = o o @ $3 < o Q Re} °,60.38445872115385
47,2270463903.jpeg,        133029 HERBARIUM ARIZONA STATE UNIVERSITY D Plants of Western Vermont. Carex 30 May 1897 communis Bailey Addison County MIDDLEBURY ee SENE,86.24350374305554
48,1228185316.jpeg,"Hi | prbocadpens Mey TILA senehflads todrnorted A hegh nity No. 37 Be Col N. C.F SAGADAHOC COUNTY, MAINE Jemens",51.745543619047616
49,1986983095.jpeg,"            = Dry aca oe ze) Clarkson ce ‘a Flor of No fh Am a2: 288 ~ pay SN Plants of 44 mite SOUTHERN NEE 2W HAMPSHIRE “ae LAA aye AW murtLertio_l 0.€. ee INTERMOUNTAIN HERBARIU Jopof PACK MONADNOCK MT, HILLSBORO CO. i August 10, 1926 TEMPLE                                                                 Coll & Det. PF. G. seymour",77.68688956499288
